id,date,condition,temperature,humidity,visibility,wind_speed
7256,2/27/2023,Clear,21.9,79.7,8.5,22.3
7257,7/11/2020,Rain,33.4,38.5,6.2,31.2
7258,2/7/2023,Clear,38.1,61.6,8.3,39.3
7259,6/24/2024,Rain,29.1,57.3,6.7,32.7
7260,2/23/2024,Fog,17.4,31.9,0.9,41.4
7261,5/26/2022,Clear,18.7,50.5,9.2,26.5
7262,11/8/2024,Rain,25.1,74.6,6.5,0.2
7263,9/26/2024,Snow,0.8,51.5,4.3,21.5
7264,5/6/2023,Rain,14.1,53.4,8.4,28
7265,12/11/2024,Rain,31.3,58.5,3.5,35.4
7266,9/7/2021,Snow,-1.7,56.6,2.3,31.5
7267,2/15/2024,Fog,19.7,56.2,3,19.1
7268,3/6/2023,Clear,25.3,85.6,9.8,37.7
7269,12/27/2020,Clear,12.2,79.7,7.9,5.9
7270,9/26/2020,Clear,35.9,56.4,7.5,4.2
7271,2/20/2024,Clear,23.8,41.8,6.4,4.5
7272,12/20/2024,Snow,-1.4,69.8,2.7,38.4
7273,6/12/2024,Clear,21.2,63.4,7.1,22.8
7274,8/22/2023,Rain,17.8,81.1,4.9,27.2
7275,3/23/2024,Rain,21.3,82.7,6.9,9.1
7276,8/21/2021,Snow,6.6,35.8,3.6,38
7277,8/7/2020,Clear,35.1,81,7.6,29
7278,6/18/2022,Rain,15.3,70.8,7.1,18.2
7279,1/15/2020,Clear,18.2,37.8,10,21
7280,8/3/2022,Fog,20.7,79,3.4,6.6
7281,10/6/2024,Clear,31,29,9,16.2
7282,4/15/2022,Fog,16.2,66.4,0.4,7.2
7283,9/7/2021,Clear,40.1,51.9,7.9,16.1
7284,7/9/2020,Fog,19.1,66,3.1,33.9
7285,11/4/2022,Rain,31.1,48.6,7.2,0.4
7286,2/21/2021,Clear,29.4,42.9,9.3,20.8
7287,6/15/2024,Snow,3.8,53.5,3.9,2.6
7288,11/19/2021,Clear,12.2,77.8,9.1,39.1
7289,11/9/2024,Clear,14.3,48.9,6.6,34.1
7290,12/11/2020,Clear,29.5,30.8,9.5,14.2
7291,4/21/2023,Clear,33.1,35.6,6.2,26.6
7292,1/15/2021,Rain,12.9,89.5,3.1,34.4
7293,10/2/2023,Clear,22.7,38.6,7.1,41.3
7294,9/4/2023,Clear,14.7,83.5,8.1,29.6
7295,12/12/2022,Snow,2.4,77.7,3.6,22.1
7296,7/21/2021,Fog,9.5,80.9,3.1,38.2
7297,2/1/2023,Snow,4.2,67.2,4.7,31.4
7298,7/30/2022,Clear,35.9,53.1,8.3,16.6
7299,12/14/2021,Heavy Rain,22,84.4,4.1,36
7300,5/20/2023,Clear,37.1,37.5,8.5,6.7
7301,9/5/2022,Fog,8,57.5,0.9,21.7
7302,1/18/2021,Rain,22.6,82.2,6.4,18.2
7303,5/16/2020,Rain,29.5,45.2,7.9,23.3
7304,10/17/2020,Clear,18.2,83.5,8,38.3
7305,6/4/2024,Rain,18.2,75.4,4,33.9
7306,10/17/2022,Clear,20.2,37.8,6.6,6
7307,1/23/2020,Clear,40.5,43.9,7.8,40.2
7308,12/14/2020,Clear,20.3,90.9,9.6,31.2
7309,8/4/2023,Clear,29.1,67.4,7.2,12.8
7310,5/29/2020,Clear,29.8,49.9,7.2,3.3
7311,2/23/2020,Snow,1.4,33.2,4.7,30.8
7312,6/25/2024,Heavy Rain,11.7,30.3,1.8,35.7
7313,5/20/2020,Fog,8.7,61.7,1.8,11.7
7314,12/25/2020,Clear,35.9,47.5,8.5,7.6
7315,11/2/2020,Rain,16.2,79.6,7.7,20.5
7316,11/11/2021,Clear,16.1,65.4,8.6,10.8
7317,5/29/2024,Fog,8.1,46.9,3.1,22.7
7318,9/17/2022,Heavy Rain,31.3,38,6,33.6
7319,8/7/2021,Fog,17.3,66.5,3.1,23.5
7320,4/15/2021,Clear,38.7,75.7,7.1,16
7321,12/15/2024,Clear,36.9,80.1,8.3,12.7
7322,4/22/2020,Rain,27.3,87.2,7,30.7
7323,5/18/2022,Clear,20.2,42.9,7.9,0.3
7324,6/28/2020,Clear,20.2,42.3,8.6,7.5
7325,4/28/2021,Fog,17.5,44,2.5,27.4
7326,8/12/2021,Heavy Rain,12,47.4,5.7,11.4
7327,5/17/2022,Rain,25.1,60.2,6.1,35.4
7328,2/11/2022,Clear,37.7,83.8,8.9,19.6
7329,11/5/2022,Clear,23.8,37.1,7.4,27
7330,3/27/2020,Clear,33,54.4,9.7,17.2
7331,9/11/2024,Clear,13.1,67.4,7,12.4
7332,10/6/2020,Fog,11.9,88.8,0.8,1.1
7333,7/1/2020,Clear,19.8,86.8,7.9,16.6
7334,3/5/2023,Fog,11.7,44.3,1.3,36.1
7335,10/9/2021,Heavy Rain,29.1,65.3,3.8,17.8
7336,10/5/2024,Rain,25.5,89.7,6.4,17.7
7337,1/27/2024,Clear,39.8,38.1,9.4,31.9
7338,1/10/2020,Clear,20.6,53.4,8.1,27
7339,7/17/2021,Clear,39.1,43,8.6,30.9
7340,7/2/2023,Rain,31.5,32.9,5.2,6.2
7341,5/29/2024,Clear,12.4,66.8,6.9,39.4
7342,7/24/2020,Rain,15.9,86.2,7.5,11
7343,5/26/2024,Snow,5.6,52,2.7,39.7
7344,2/21/2023,Snow,4.6,79.5,3.7,29.9
7345,3/3/2024,Clear,33.7,28.1,9.2,15.9
7346,3/28/2023,Rain,26.2,48.6,3.6,13.9
7347,5/5/2024,Heavy Rain,14.7,60.5,5.2,1
7348,4/27/2022,Rain,25.2,46.2,8.2,24.6
7349,5/30/2023,Clear,37.5,40.3,9.3,31.2
7350,1/28/2021,Fog,17,46.8,2.6,5.4
7351,3/2/2023,Fog,19.6,41,2.7,28.9
7352,2/17/2021,Clear,30.2,36.9,6.3,38.3
7353,6/7/2023,Clear,37,84.6,7.2,38.1
7354,1/8/2024,Rain,18.8,90.9,5.7,38.6
7355,12/15/2023,Rain,13.4,64.1,5.9,16.3
7356,3/14/2024,Rain,25.4,47.1,5.6,31.5
7357,5/20/2022,Clear,18.7,29.1,8.3,20.3
7358,5/1/2024,Rain,17.6,85.8,6.9,0.4
7359,10/15/2022,Snow,0.9,73.5,4.4,33.8
7360,1/18/2023,Clear,33.4,77.4,9.8,16.6
7361,5/17/2020,Rain,16.2,48.1,7.6,31.2
7362,1/10/2021,Rain,17.9,28.8,5.7,41.3
7363,1/15/2023,Clear,25.3,68.7,6.9,25.8
7364,1/8/2023,Clear,16.2,79.2,9.2,16.1
7365,5/15/2024,Heavy Rain,25.8,61.3,3.9,22.8
7366,2/22/2024,Rain,32.7,58.3,5.2,21.5
7367,12/11/2022,Fog,9.1,67.1,1.4,12.1
7368,11/17/2024,Clear,37,52.1,6.3,10.3
7369,4/23/2020,Clear,41.9,67.1,8.4,13.3
7370,9/10/2020,Clear,20.4,48.2,7.8,12.4
7371,11/25/2021,Clear,24.1,69.9,9.2,32.4
7372,8/17/2020,Clear,13.4,62,6.6,12.8
7373,12/2/2024,Clear,33.4,28.6,6.5,26.4
7374,1/5/2024,Clear,33,50.5,7.6,17.8
7375,12/20/2022,Fog,7.6,67.9,1.3,17.2
7376,9/8/2021,Clear,40.7,60.7,9.4,33.7
7377,10/8/2024,Clear,19.1,86.7,7.9,30.7
7378,6/11/2021,Clear,14.5,86.1,8.6,40.6
7379,11/19/2023,Rain,18.9,55.2,5.1,32
7380,9/27/2021,Clear,22.4,37.7,8.3,41.8
7381,1/1/2022,Rain,23,53.5,6,30.2
7382,5/11/2022,Clear,38.7,77.8,9,22
7383,7/13/2023,Clear,34.1,60.6,9.6,37.8
7384,1/9/2020,Clear,20.3,80.2,6.1,34.6
7385,2/27/2021,Rain,15.3,84.1,7.1,19.9
7386,2/27/2023,Clear,20.9,32.3,6.6,23
7387,5/27/2022,Clear,20.3,86.7,8.2,33.7
7388,10/1/2020,Clear,16.4,90.9,7.5,7.6
7389,3/13/2023,Snow,6.8,72.4,4,34.6
7390,8/2/2023,Rain,15.4,87.2,3.9,7.3
7391,11/9/2022,Rain,23.7,32.4,3.9,20.2
7392,9/11/2021,Rain,31.5,49.5,4.3,40
7393,7/21/2021,Clear,32.1,73.9,8.4,36.9
7394,2/3/2021,Clear,13.9,28.8,8.2,41.4
7395,8/25/2020,Rain,18.4,32.1,4.4,40.5
7396,3/30/2022,Clear,36.7,61.7,9.7,40
7397,1/8/2024,Clear,36.3,76,7.5,28.2
7398,8/23/2020,Rain,20.6,56.4,5.7,38.2
7399,9/30/2024,Clear,41.6,60.9,6.3,29.9
7400,12/6/2021,Heavy Rain,21.3,72.8,4.3,38.9
7401,9/2/2020,Clear,17.7,45.1,7.2,14.7
7402,10/21/2021,Heavy Rain,21.8,48.6,1.7,30.6
7403,9/14/2020,Clear,17.3,85.3,6.6,21.1
7404,5/11/2024,Fog,7.8,54.4,1.9,10.8
7405,9/5/2023,Clear,18.7,46.9,6.7,30.3
7406,8/6/2020,Rain,24,37.4,3.7,35.8
7407,10/29/2023,Heavy Rain,11.2,83.7,2.4,35.1
7408,7/4/2020,Rain,26.3,68.4,7.2,9.7
7409,6/2/2024,Clear,33.3,53.5,9.8,40.5
7410,11/16/2020,Clear,35.2,36.6,6.9,16
7411,10/22/2022,Clear,15.9,57.5,6.1,37.6
7412,9/19/2023,Rain,25.4,32.6,3.7,2.5
7413,2/24/2022,Rain,25.4,30.7,3.1,15.7
7414,8/20/2023,Clear,20.1,64.2,7.6,21.4
7415,3/10/2023,Rain,34.8,35.7,5.7,24.4
7416,11/22/2024,Rain,30.4,81.9,8.2,12
7417,2/2/2024,Rain,21.7,33.1,8.4,8.5
7418,8/1/2024,Clear,23.4,90.5,7.2,31.4
7419,5/28/2024,Rain,24.8,88.4,7,11.7
7420,1/14/2023,Rain,14.4,44.7,4.1,38.5
7421,2/10/2021,Rain,26.9,52.1,8.2,10.6
7422,6/16/2020,Heavy Rain,27.5,59.9,3.9,39.4
7423,1/23/2024,Clear,19.9,53.6,8,41.2
7424,4/30/2023,Clear,21,32.7,7.7,3.7
7425,10/13/2022,Clear,37.8,45.4,8.2,33.6
7426,4/4/2023,Clear,24.4,80.4,8.4,24.1
7427,8/19/2021,Clear,27.4,87,6.5,30.5
7428,10/7/2020,Fog,15.1,29.6,0.7,24.2
7429,11/10/2023,Clear,37.9,88,7.3,30.9
7430,12/6/2021,Rain,34.2,88,8.1,38.9
7431,4/1/2022,Fog,18.7,39.7,3,24.1
7432,10/29/2020,Clear,22.7,71.5,8.6,33.6
7433,8/17/2020,Fog,19,75.6,2.6,15.9
7434,7/18/2024,Clear,35,55.4,8.2,10.3
7435,10/11/2024,Rain,24.3,86.4,8.1,29.1
7436,5/17/2023,Clear,17.2,62.5,7.9,10.5
7437,4/29/2020,Heavy Rain,13.4,48.1,5.4,13.9
7438,6/16/2022,Clear,35.1,52.6,8,17.8
7439,9/30/2021,Fog,10.8,31.1,1.5,2.2
7440,11/29/2021,Rain,33.3,74.4,3.3,11.1
7441,3/6/2024,Rain,28.3,52.9,8,1.6
7442,4/24/2020,Rain,20.8,71.5,7.8,1.3
7443,11/27/2022,Clear,12.3,79.3,9.5,28.5
7444,8/5/2022,Clear,32.7,64.3,9.9,23.3
7445,5/25/2023,Fog,12.3,52.7,2.6,9.1
7446,4/9/2024,Clear,24.4,69.9,6.7,24.2
7447,10/4/2021,Clear,12.3,55.6,7.9,14
7448,8/30/2020,Clear,30.9,50.1,8.9,22.8
7449,10/29/2022,Clear,14.7,75.3,8,23.3
7450,8/24/2020,Clear,30.4,52.2,7.7,13.5
7451,4/9/2022,Clear,38.9,78.1,9.2,39.4
7452,1/20/2020,Rain,18.2,63.6,4,18.9
7453,3/7/2023,Rain,31.3,71.3,7.1,7
7454,7/13/2020,Clear,18.1,84.3,9.3,36.7
7455,10/27/2023,Heavy Rain,10.6,59.2,1.3,37.8
7456,1/22/2023,Rain,23,72.9,3.8,23
7457,10/12/2023,Snow,-1.2,83.3,3.1,1.8
7458,1/6/2022,Rain,16.3,42.2,5.7,17.9
7459,7/2/2022,Clear,36,46.9,9.7,37.4
7460,5/29/2020,Fog,8.6,55.5,0.8,33
7461,4/15/2024,Snow,5.4,54.2,2.2,20.9
7462,1/26/2020,Clear,34.3,35.8,8.2,2.6
7463,7/26/2024,Rain,24.3,83.1,7.6,35.1
7464,8/2/2024,Clear,19.2,30.8,6.1,41.1
7465,1/30/2021,Rain,26.4,28.5,3.3,25.8
7466,11/29/2020,Fog,11.4,42.7,0.7,5.5
7467,3/1/2024,Clear,33.2,77.5,8.1,4.6
7468,6/22/2022,Heavy Rain,26,37.1,5.5,27.4
7469,5/16/2022,Clear,28.6,35.2,8.4,13.4
7470,2/26/2020,Clear,18.1,85.1,9.8,25.5
7471,8/16/2020,Heavy Rain,17,57.2,2.7,36.4
7472,10/18/2021,Clear,39.3,87.4,6.9,10.5
7473,2/3/2020,Rain,16.8,60.4,5.1,27.1
7474,10/4/2022,Clear,23.7,55.3,9.6,40
7475,9/14/2021,Snow,-1.7,41.8,3.4,5.5
7476,5/27/2021,Snow,1.1,47.2,4.2,34.7
7477,4/28/2022,Rain,20.2,51.5,5.5,5.5
7478,2/10/2021,Clear,38.2,71.2,9.1,8.2
7479,5/26/2021,Clear,16.5,45.6,8.2,36.8
7480,2/21/2024,Fog,19.4,59.6,1.1,39.1
7481,6/7/2024,Clear,30.4,69.8,9.8,9.1
7482,10/22/2023,Clear,37.7,89.6,8.8,12.3
7483,4/12/2020,Clear,30.6,83.2,9.2,30
7484,7/2/2023,Rain,13.2,90.1,4.4,6.5
7485,3/25/2024,Rain,29.9,91.6,4.6,5
7486,12/8/2022,Clear,34.3,40.5,7.1,23.4
7487,9/9/2024,Fog,16.4,81.6,1.4,36.2
7488,2/27/2020,Fog,9.8,73,3,14.5
7489,4/4/2020,Clear,18.3,75.8,6.9,16.5
7490,7/19/2023,Heavy Rain,18.9,61.7,5.4,16.4
7491,12/4/2022,Heavy Rain,19.5,87.9,2.8,38.6
7492,10/11/2022,Clear,34.8,35.3,8.9,7.7
7493,1/4/2020,Clear,18.4,55.2,9.2,2.6
7494,12/5/2022,Clear,27.1,44.4,7.1,36.4
7495,10/3/2020,Rain,12.3,64.2,8.4,13.9
7496,1/25/2022,Clear,32.5,66.6,8.2,1.3
7497,7/15/2022,Rain,29.2,72.3,4.7,33.1
7498,11/2/2024,Clear,14.2,52.8,6.8,27.7
7499,12/29/2022,Rain,31.7,40.7,6.6,31.5
7500,8/20/2023,Fog,15.2,37.7,1.1,40.2
7501,11/2/2023,Rain,23.4,47.6,7,40.2
7502,2/21/2021,Heavy Rain,25.4,74.7,2.2,3.7
7503,12/10/2022,Fog,7.8,39.5,3.4,25.9
7504,5/14/2021,Fog,10.1,63.7,0.7,28.5
7505,1/1/2023,Clear,21.1,54.3,8.2,33.7
7506,12/23/2021,Snow,0.8,48.4,3.7,1.1
7507,11/16/2024,Clear,22.6,86,6.3,16.4
7508,7/10/2024,Heavy Rain,31.8,34,4.2,12.8
7509,8/27/2024,Heavy Rain,12.9,48.6,3.8,11.7
7510,11/17/2022,Clear,35.2,83,10,31.4
7511,1/10/2023,Clear,40,74.5,9.2,20.6
7512,5/10/2022,Rain,34.4,37.7,4,34.2
7513,1/21/2023,Snow,6.2,38.5,3.9,26.4
7514,4/20/2022,Clear,15.7,52.8,9.4,15.1
7515,7/15/2020,Fog,16.1,41.9,1.4,30.7
7516,2/14/2024,Rain,29.5,35.1,4.2,26.5
7517,4/10/2024,Clear,37.4,71.9,9.1,31.7
7518,5/4/2022,Clear,14,40.3,6.3,4.6
7519,2/27/2023,Clear,42,73.5,9.8,13.8
7520,12/11/2023,Clear,23.1,60.3,9.1,7.5
7521,7/7/2024,Clear,34.5,34.8,9.6,34.4
7522,1/3/2022,Clear,38.8,75.7,9.4,39.9
7523,10/1/2024,Heavy Rain,16.7,61.3,3.7,40.2
7524,12/19/2021,Fog,7.9,72,1.1,32.4
7525,7/3/2020,Fog,15.3,50,2.1,6.5
7526,12/31/2023,Fog,5.6,77.5,2,18.8
7527,11/19/2020,Clear,33.2,76.6,6.2,26.4
7528,3/16/2023,Fog,12.7,56.6,1.5,7.2
7529,7/7/2022,Clear,16.5,91.5,7.8,16.5
7530,3/22/2024,Clear,20.8,59.9,9.2,30
7531,11/28/2023,Rain,32.7,79.9,7,33.2
7532,11/10/2024,Clear,31.2,77.4,9.5,17.9
7533,12/18/2021,Heavy Rain,21.9,29.7,3.5,39.5
7534,10/20/2020,Rain,30.3,67.9,4.8,28.5
7535,9/5/2021,Heavy Rain,18.1,72.8,2.4,35.8
7536,4/13/2024,Rain,19.4,69.7,4.2,29.1
7537,4/17/2022,Snow,6.7,73,4.1,24.1
7538,3/6/2023,Rain,27.8,34.1,4.3,25.8
7539,6/15/2023,Fog,4.9,52,0.5,0.1
7540,9/22/2021,Heavy Rain,17.4,56.9,2.6,10.1
7541,11/5/2021,Clear,21.4,82.3,7.7,5.2
7542,6/9/2020,Heavy Rain,17.2,90.3,4.5,22.8
7543,4/9/2022,Clear,31.3,81.8,6.1,8.9
7544,10/30/2020,Clear,38.6,63.4,6.9,23.6
7545,4/6/2024,Rain,25.8,85.2,8.3,29.1
7546,9/6/2020,Fog,8.9,46,0.6,2.3
7547,7/15/2020,Clear,36.4,31.5,7.3,11.9
7548,2/19/2022,Rain,22.7,42.3,4.8,35.4
7549,1/29/2024,Snow,1.1,61.8,3.7,32.3
7550,7/5/2024,Heavy Rain,20.9,66.8,2.8,29.6
7551,8/12/2021,Heavy Rain,29.4,84.2,4.9,28
7552,9/22/2021,Clear,40.8,67,7.3,3.2
7553,5/2/2024,Heavy Rain,18.4,57.9,5.6,41.3
7554,8/22/2020,Clear,26.6,77.3,9.2,37.9
7555,9/20/2023,Clear,25.4,72.8,6.2,40.7
7556,9/13/2024,Clear,32.7,67.1,7.1,38.1
7557,11/29/2021,Clear,18.6,76.6,9,23.6
7558,3/30/2022,Fog,12.5,47.5,2.4,24.8
7559,2/14/2024,Clear,29.7,67.3,7.3,3.6
7560,4/27/2024,Clear,38.1,75,7.9,1.8
7561,4/14/2020,Clear,33.9,32,7.9,2
7562,5/7/2022,Rain,22.1,33.1,5.3,25.4
7563,8/19/2023,Heavy Rain,22,74.4,4.3,28.1
7564,12/4/2024,Rain,34.8,88.4,7.7,1.2
7565,10/29/2020,Clear,25.7,58.3,6.4,41
7566,7/9/2021,Clear,12.1,70.6,9.3,13.6
7567,12/10/2021,Clear,13.1,79.8,7.5,33.5
7568,10/28/2020,Clear,30.9,33.3,6.9,28.7
7569,12/7/2023,Rain,15.1,66.6,6.6,30.3
7570,8/30/2020,Clear,19.9,46.9,8.3,20.7
7571,8/21/2020,Fog,21.1,49.1,3.3,31.2
7572,2/5/2022,Rain,16.7,71.8,5.4,22.3
7573,10/13/2023,Fog,20.5,90.6,3.3,3.2
7574,5/27/2021,Clear,18.3,37.1,9.9,7.3
7575,6/3/2024,Rain,16,36.8,6.5,39.3
7576,6/13/2022,Rain,34.5,62.8,6.5,14.5
7577,11/22/2021,Snow,7.1,80.6,2.9,29.2
7578,6/8/2020,Rain,26.3,48.3,4.9,28.2
7579,11/24/2022,Fog,17,46,3,20.7
7580,7/13/2022,Clear,17.5,55.6,6.8,33.5
7581,6/23/2023,Clear,20,84.9,9.2,4.5
7582,12/3/2020,Clear,27.9,28.5,7.1,4
7583,9/16/2020,Clear,33.3,63,8.5,14.5
7584,3/16/2020,Clear,32.5,28.2,8.2,13.1
7585,12/11/2021,Rain,16.1,58.8,4.2,9.7
7586,7/16/2024,Fog,15.9,28.2,1.1,10.9
7587,6/28/2021,Clear,36.9,60.6,6.7,14.5
7588,10/9/2021,Clear,16.2,41.9,6.5,8.3
7589,8/24/2024,Clear,17,69.3,9.6,17.4
7590,7/2/2023,Clear,34.9,74.3,8.9,12.3
7591,3/13/2021,Clear,32.4,48.3,6.4,37.4
7592,9/15/2022,Rain,29.5,91.5,6.6,22
7593,1/12/2023,Heavy Rain,22.9,47.6,5.6,22.2
7594,3/26/2020,Clear,32.1,69,9.2,24.2
7595,11/6/2022,Fog,21.7,42.3,2.6,38.4
7596,10/6/2020,Clear,29.7,66.1,8,40.1
7597,6/4/2020,Heavy Rain,10.2,82.9,5.5,30.2
7598,10/9/2021,Clear,28.7,68.9,9.9,20.8
7599,6/15/2021,Clear,31.4,44.9,9.6,28.2
7600,4/30/2021,Heavy Rain,22.8,69.2,1.6,5.9
7601,11/30/2022,Clear,41.7,33.6,6.1,32.6
7602,12/13/2021,Clear,40.5,79.3,6.6,41.6
7603,10/26/2022,Clear,40.7,37.8,8.7,2
7604,1/19/2024,Clear,16.3,33,8.5,3.3
7605,7/21/2022,Snow,5.2,31.8,4.7,28.7
7606,1/2/2022,Clear,18.9,79.3,9.5,12.6
7607,4/20/2020,Rain,21.7,88.1,3.2,37.8
7608,1/30/2020,Rain,18.2,48.1,7.4,21.3
7609,8/8/2024,Rain,30.7,76.3,7.8,26.1
7610,8/5/2023,Fog,14.3,72.1,2,1.2
7611,8/5/2023,Heavy Rain,14.5,71.3,4.3,12.7
7612,6/28/2021,Rain,17.2,65.2,8.4,21.2
7613,2/15/2023,Fog,18.9,82.5,2.2,26.8
7614,7/27/2023,Heavy Rain,22.1,87.6,3.5,18.2
7615,6/18/2022,Clear,40.3,80.3,9.4,37.2
7616,5/3/2024,Heavy Rain,21.3,81.3,3.8,12.2
7617,2/17/2022,Rain,17.8,53.6,7.8,15.4
7618,7/3/2023,Clear,23.9,62.1,6.6,6.7
7619,11/27/2022,Clear,25.3,32.4,7.1,23.3
7620,5/29/2020,Clear,31,56.5,7.7,19.3
7621,9/27/2023,Snow,5.5,70.1,1.6,9.9
7622,2/16/2024,Clear,23.3,29.1,6.8,26.1
7623,3/6/2021,Rain,14.5,61.2,6.9,41.6
7624,1/29/2022,Fog,19.1,63.5,3.1,36.8
7625,6/18/2022,Rain,29.8,73.4,6.6,31.1
7626,11/10/2020,Rain,28.9,40.1,6.8,25.3
7627,8/9/2024,Rain,23.8,63.6,6.9,29
7628,5/31/2021,Clear,38,83.5,7.3,4.6
7629,4/23/2024,Heavy Rain,19.8,63.1,3.5,27.4
7630,4/4/2024,Snow,-1.9,57.6,4.5,9.3
7631,3/18/2020,Rain,29.2,88.9,4.7,20.3
7632,2/1/2024,Rain,28.9,48,5.2,36.5
7633,8/21/2020,Clear,16.2,77.4,7.8,22.7
7634,11/2/2021,Clear,23.7,59.8,9.6,29.5
7635,11/11/2021,Clear,33.4,49.5,6.3,30.1
7636,1/16/2022,Rain,30.9,74.9,8.4,25.8
7637,11/22/2023,Clear,24.8,77.6,6.1,20.2
7638,1/15/2023,Fog,4.3,83.5,2.8,17.4
7639,6/11/2021,Clear,28.7,72.4,7.7,5.7
7640,2/19/2022,Clear,20,51.6,7.6,32.8
7641,6/21/2022,Rain,15.6,29.7,4.3,33.1
7642,1/16/2020,Rain,12.2,61.4,8.5,20.9
7643,7/12/2020,Clear,26.1,29.6,9.8,8.8
7644,8/22/2023,Clear,28.4,59.6,8.6,31.8
7645,10/7/2021,Clear,17.5,35.8,6.8,29
7646,12/31/2021,Rain,22.1,59.2,3.1,6.9
7647,2/22/2020,Heavy Rain,14.3,53.3,4.5,9.1
7648,9/27/2024,Clear,38.1,40.8,7.3,23.4
7649,5/21/2021,Rain,25.2,59.9,4,6.7
7650,5/19/2023,Clear,17.6,49.3,6.1,10.9
7651,5/26/2022,Clear,31.7,77.7,6.9,29
7652,2/22/2023,Heavy Rain,26.8,74.8,1.8,0.2
7653,9/28/2020,Clear,18,75.4,9.4,35.1
7654,11/13/2021,Heavy Rain,11.2,80.2,1.6,22.4
7655,1/14/2024,Rain,29.4,73.9,5,5.5
7656,11/11/2021,Clear,27.6,49,7.6,8.8
7657,9/21/2023,Clear,33.9,53.6,9.8,26.1
7658,5/25/2023,Rain,27.1,71.8,3.9,35.8
7659,10/17/2020,Rain,15.4,63,7.4,33.2
7660,10/30/2020,Clear,35.8,82.9,7.2,37.8
7661,4/25/2023,Clear,25.9,77.7,7.1,34.8
7662,6/28/2020,Clear,30.3,66.2,8.6,29.1
7663,12/28/2022,Fog,20.6,74,0.5,17.3
7664,3/30/2022,Rain,27.7,55.2,8.1,19.5
7665,3/21/2022,Rain,12.5,36.1,5.8,12.7
7666,9/11/2020,Rain,31.8,49.5,5.3,12.1
7667,1/28/2020,Fog,7.2,65.9,1.3,9.2
7668,6/19/2021,Rain,14.5,50.3,5.5,36.7
7669,5/27/2020,Rain,35.8,51.6,4.7,32.2
7670,12/9/2022,Fog,19.2,74.6,2.6,21.9
7671,4/8/2021,Heavy Rain,28.8,41,5.6,7.4
7672,1/9/2022,Snow,-1.6,28.4,3.3,27.4
7673,5/15/2024,Clear,39.9,46.2,7.4,12.3
7674,3/4/2022,Heavy Rain,16.7,59.7,1.3,23.9
7675,7/21/2022,Fog,5.3,85.3,1.7,28.7
7676,5/13/2024,Rain,19.7,36.1,4.7,34.5
7677,4/16/2021,Snow,6.5,80.8,2.5,18.1
7678,5/14/2024,Clear,21.1,50.4,6,41.5
7679,5/31/2020,Clear,38.3,67.4,8.7,15.4
7680,3/6/2021,Heavy Rain,19.5,54.6,1.9,16.2
7681,7/8/2021,Clear,25.1,48.1,8.4,31.6
7682,8/17/2020,Clear,27.4,56.3,6.1,33.1
7683,12/7/2022,Clear,37.6,58.8,6.1,6.2
7684,7/1/2023,Clear,22.7,52.1,7,8.9
7685,2/25/2024,Fog,7.3,80.1,2.5,22.8
7686,6/29/2022,Rain,12.7,82.8,4.6,35.6
7687,7/28/2023,Snow,5.5,28.2,3.1,30.5
7688,4/27/2020,Heavy Rain,22.7,51.4,4.5,40.4
7689,3/25/2021,Clear,21.1,83.2,7.4,9
7690,6/10/2024,Rain,17.4,44.1,8.1,41.6
7691,10/21/2022,Fog,17.4,57.6,2.8,31.9
7692,1/12/2020,Rain,12.4,38.2,5.2,29.2
7693,4/21/2024,Snow,0.9,66,1.8,36.5
7694,11/27/2022,Clear,27.2,66.9,9.2,6.5
7695,5/3/2023,Clear,38.1,83.1,8.5,40.3
7696,7/3/2024,Clear,34.5,91,7.7,4
7697,5/31/2023,Clear,30.9,71.8,9.6,26
7698,7/17/2021,Snow,5.7,50.9,3.6,40
7699,9/29/2023,Clear,32.6,39.4,7.3,3
7700,10/7/2020,Clear,13.6,65.2,9.4,8
7701,8/3/2020,Fog,11.7,85.9,3,13.8
7702,7/4/2020,Clear,28.6,54.2,9.4,0.5
7703,8/12/2021,Snow,-1.5,59.7,4.7,25.3
7704,8/8/2020,Rain,12.2,81.5,7.3,26.7
7705,4/12/2024,Rain,21,62.1,7.2,11.8
7706,3/7/2024,Rain,32.6,54.2,8.1,9.8
7707,6/19/2023,Clear,37.8,58.2,6.7,11.7
7708,1/28/2021,Clear,15.7,44.5,8.7,21.9
7709,1/4/2022,Clear,17.5,84.4,7.4,4.6
7710,9/24/2022,Clear,26.9,32,6.7,29.2
7711,8/28/2020,Clear,40.5,56.6,8.2,16
7712,11/12/2023,Heavy Rain,11.2,59.8,1.7,17.4
7713,1/23/2024,Clear,41.9,82.8,9.6,14.8
7714,1/27/2023,Rain,16.7,69.3,7.3,39.9
7715,7/15/2022,Heavy Rain,10.6,75.6,3.2,26.9
7716,2/25/2020,Fog,9.6,36.2,2.6,8.9
7717,12/16/2024,Rain,19.4,64,8.4,6.2
7718,11/11/2023,Fog,10,90.2,3.4,18.7
7719,7/25/2020,Clear,31.8,40.2,7.8,31.8
7720,7/28/2020,Clear,25.4,30.2,7,25.2
7721,2/1/2023,Snow,1.9,65.9,4.4,7.8
7722,1/6/2021,Clear,32.3,73,6.1,5.5
7723,3/20/2020,Rain,28.4,62.3,8,10.2
7724,2/3/2024,Fog,5.7,66.5,3,5.2
