id,name,type,traffic_volume,speed_limit,lanes,latitude,longitude
8816,NEAR BUS STOP GUJRAT Pakistan #8816,Residential,1238,100,2,32.5927722,74.1157376
8817,NEAR PSO PUMP GUJRAT Pakistan #8817,Residential,4738,40,4,32.5828036,74.0800539
8818,UNIVERSITY ROAD GUJRAT Pakistan #8818,Rural,1933,120,5,32.5449782,74.0909602
8819,BHIMBER ROAD GUJRAT Pakistan #8819,Highway,4498,120,3,32.5624664,74.0644355
8820,NEAR PSO PUMP GUJRAT Pakistan #8820,Arterial,2039,40,2,32.5795915,74.0909811
8821,UNIVERSITY ROAD GUJRAT Pakistan #8821,Residential,1856,50,5,32.6407156,74.1666998
8822,CHOWK AREA GUJRAT Pakistan #8822,Residential,3918,40,5,32.5925382,74.0468811
8823,NEAR MARKET GUJRAT Pakistan #8823,Arterial,1009,80,6,32.565517,74.0618688
8824,UNIVERSITY ROAD GUJRAT Pakistan #8824,Highway,3619,30,5,32.5039965,74.0284535
8825,CHOWK AREA GUJRAT Pakistan #8825,Rural,1214,50,3,32.5908249,74.0482665
8826,NEAR MARKET GUJRAT Pakistan #8826,Highway,3716,30,5,32.5697086,74.0711046
8827,GT ROAD GUJRAT Pakistan #8827,Residential,2231,40,2,32.5819698,74.0469034
8828,VILLAGE LINK ROAD GUJRAT Pakistan #8828,Highway,3221,100,3,32.5588588,74.0433025
8829,BHIMBER ROAD GUJRAT Pakistan #8829,Rural,1046,30,3,32.569029,74.0729624
8830,NEAR PSO PUMP GUJRAT Pakistan #8830,Arterial,3589,30,5,32.5730725,74.1005044
8831,DINGA ROAD GUJRAT Pakistan #8831,Highway,2145,40,6,32.5714932,74.0703673
8832,BHIMBER ROAD GUJRAT Pakistan #8832,Arterial,4209,120,3,32.616957,74.024205
8833,UNIVERSITY ROAD GUJRAT Pakistan #8833,Residential,1799,50,6,32.5675767,74.0668921
8834,CHOWK AREA GUJRAT Pakistan #8834,Highway,5030,40,4,32.5862974,74.0567177
8835,UNIVERSITY ROAD GUJRAT Pakistan #8835,Arterial,700,100,3,32.5525637,74.0744219
8836,UNIVERSITY ROAD GUJRAT Pakistan #8836,Arterial,2660,50,1,32.5730725,74.1005044
8837,DINGA ROAD GUJRAT Pakistan #8837,Highway,4802,120,3,32.5822096,74.0575521
8838,DINGA ROAD GUJRAT Pakistan #8838,Arterial,1338,30,5,32.565822,74.0516865
8839,CHOWK AREA GUJRAT Pakistan #8839,Arterial,4929,40,1,32.6096081,74.0211989
8840,DINGA ROAD GUJRAT Pakistan #8840,Highway,3089,100,1,32.5119798,74.0329499
8841,NEAR MARKET GUJRAT Pakistan #8841,Arterial,5033,80,1,32.5867418,74.0765613
8842,NEAR PSO PUMP GUJRAT Pakistan #8842,Arterial,1634,60,3,32.6688828,74.1770858
8843,GT ROAD GUJRAT Pakistan #8843,Highway,2676,50,6,32.5730725,74.1005044
8844,GT ROAD GUJRAT Pakistan #8844,Residential,4487,50,5,32.5614772,74.0471551
8845,VILLAGE LINK ROAD GUJRAT Pakistan #8845,Residential,4263,80,2,32.6377717,74.1958929
8846,SERVICE ROAD GUJRAT Pakistan #8846,Arterial,3869,50,6,32.5624664,74.0644355
8847,NEAR BUS STOP GUJRAT Pakistan #8847,Rural,1535,30,5,32.5875157,74.1066395
8848,VILLAGE LINK ROAD GUJRAT Pakistan #8848,Residential,1632,120,6,32.565822,74.0516865
8849,NEAR SCHOOL ROAD GUJRAT Pakistan #8849,Highway,2727,120,4,32.6098864,74.0498408
8850,GT ROAD GUJRAT Pakistan #8850,Residential,835,50,3,32.5081839,74.0910203
8851,DINGA ROAD GUJRAT Pakistan #8851,Arterial,4575,80,5,32.5366652,74.0586529
8852,NEAR SCHOOL ROAD GUJRAT Pakistan #8852,Highway,1799,80,2,32.5760797,74.0850727
8853,GT ROAD GUJRAT Pakistan #8853,Rural,3238,50,2,32.5819698,74.0469034
8854,UNIVERSITY ROAD GUJRAT Pakistan #8854,Residential,3627,80,6,32.5030015,74.0953186
8855,NEAR SCHOOL ROAD GUJRAT Pakistan #8855,Highway,2828,80,6,32.5911139,74.04804
8856,NEAR SCHOOL ROAD GUJRAT Pakistan #8856,Residential,5025,40,4,32.5692876,74.0998171
8857,NEAR MARKET GUJRAT Pakistan #8857,Residential,3889,60,6,32.5860535,74.0793796
8858,CHOWK AREA GUJRAT Pakistan #8858,Residential,2514,40,2,32.6097075,74.0787731
8859,CHOWK AREA GUJRAT Pakistan #8859,Arterial,3620,30,2,32.5862974,74.0567177
8860,NEAR PSO PUMP GUJRAT Pakistan #8860,Arterial,1144,40,1,32.512573,74.0098577
8861,BHIMBER ROAD GUJRAT Pakistan #8861,Rural,3376,30,4,32.5392192,74.0916604
8862,DINGA ROAD GUJRAT Pakistan #8862,Highway,4870,100,4,32.6403926,74.1992232
8863,VILLAGE LINK ROAD GUJRAT Pakistan #8863,Highway,3734,120,4,32.6035962,74.0491065
8864,UNIVERSITY ROAD GUJRAT Pakistan #8864,Residential,2105,50,5,32.5927722,74.1157376
8865,VILLAGE LINK ROAD GUJRAT Pakistan #8865,Arterial,2199,40,1,32.5155992,74.0475456
8866,CHOWK AREA GUJRAT Pakistan #8866,Rural,3884,120,3,32.6377717,74.1958929
8867,DINGA ROAD GUJRAT Pakistan #8867,Highway,4225,30,6,32.5898911,74.0503762
8868,JALALPUR JATTAN ROAD GUJRAT Pakistan #8868,Highway,3123,100,3,32.6480365,74.2120629
8869,NEAR SCHOOL ROAD GUJRAT Pakistan #8869,Highway,2484,50,3,32.5730725,74.1005044
8870,JALALPUR JATTAN ROAD GUJRAT Pakistan #8870,Residential,3196,100,4,32.6209735,74.0788898
8871,NEAR MARKET GUJRAT Pakistan #8871,Rural,2814,40,5,32.564327,74.0583307
8872,SERVICE ROAD GUJRAT Pakistan #8872,Residential,1228,60,2,32.50873,74.0072379
8873,VILLAGE LINK ROAD GUJRAT Pakistan #8873,Arterial,1999,80,2,32.5730725,74.1005044
8874,NEAR BUS STOP GUJRAT Pakistan #8874,Highway,961,120,2,32.586973,74.0617
8875,SERVICE ROAD GUJRAT Pakistan #8875,Residential,2546,30,6,32.562705,74.0535033
8876,VILLAGE LINK ROAD GUJRAT Pakistan #8876,Residential,1136,50,3,32.5577226,74.0837469
8877,NEAR BUS STOP GUJRAT Pakistan #8877,Highway,3502,50,2,32.5730725,74.1005044
8878,UNIVERSITY ROAD GUJRAT Pakistan #8878,Rural,1439,40,6,32.5640348,74.0575465
8879,CHOWK AREA GUJRAT Pakistan #8879,Residential,1797,40,4,32.584226,74.071835
8880,CHOWK AREA GUJRAT Pakistan #8880,Residential,865,120,4,32.6407156,74.1666998
8881,JALALPUR JATTAN ROAD GUJRAT Pakistan #8881,Residential,3142,100,5,32.5754138,74.0638213
8882,NEAR MARKET GUJRAT Pakistan #8882,Highway,2051,80,5,32.5274217,74.0990361
8883,JALALPUR JATTAN ROAD GUJRAT Pakistan #8883,Residential,3143,60,1,32.5730725,74.1005044
8884,NEAR BUS STOP GUJRAT Pakistan #8884,Highway,4374,100,5,32.5724467,74.0632716
8885,SERVICE ROAD GUJRAT Pakistan #8885,Residential,2634,30,5,32.6193055,74.0703841
8886,NEAR MARKET GUJRAT Pakistan #8886,Highway,2908,120,2,32.5925382,74.0468811
8887,NEAR MARKET GUJRAT Pakistan #8887,Arterial,3893,60,1,32.5583951,74.0757951
8888,SERVICE ROAD GUJRAT Pakistan #8888,Arterial,2082,80,4,32.5375899,74.0618133
8889,NEAR PSO PUMP GUJRAT Pakistan #8889,Arterial,3558,30,6,32.5819698,74.0469034
8890,JALALPUR JATTAN ROAD GUJRAT Pakistan #8890,Arterial,4147,100,1,32.5675776,74.0792704
8891,UNIVERSITY ROAD GUJRAT Pakistan #8891,Residential,1981,40,4,32.5904507,74.0794181
8892,BHIMBER ROAD GUJRAT Pakistan #8892,Highway,950,80,4,32.5119798,74.0329499
8893,BHIMBER ROAD GUJRAT Pakistan #8893,Residential,1145,60,4,32.8058845,74.1665669
8894,NEAR BUS STOP GUJRAT Pakistan #8894,Highway,2627,30,6,32.6016197,74.1021589
8895,BHIMBER ROAD GUJRAT Pakistan #8895,Arterial,4509,30,4,32.5730725,74.1005044
8896,UNIVERSITY ROAD GUJRAT Pakistan #8896,Highway,4285,80,4,32.5730725,74.1005044
8897,UNIVERSITY ROAD GUJRAT Pakistan #8897,Residential,1268,50,2,32.6356051,74.0094471
8898,NEAR MARKET GUJRAT Pakistan #8898,Residential,2486,30,3,32.5872253,74.076468
8899,NEAR SCHOOL ROAD GUJRAT Pakistan #8899,Residential,3806,30,6,32.5632672,74.0658572
8900,CHOWK AREA GUJRAT Pakistan #8900,Rural,1823,120,6,32.56632,74.0703689
8901,NEAR BUS STOP GUJRAT Pakistan #8901,Rural,3343,120,3,32.6951821,74.1269582
8902,NEAR BUS STOP GUJRAT Pakistan #8902,Residential,4756,30,6,32.5625898,74.0591411
8903,UNIVERSITY ROAD GUJRAT Pakistan #8903,Arterial,5042,40,3,32.5693796,74.073685
8904,DINGA ROAD GUJRAT Pakistan #8904,Arterial,4094,50,4,32.5873714,74.0516338
8905,VILLAGE LINK ROAD GUJRAT Pakistan #8905,Arterial,4337,60,5,32.5862974,74.0567177
8906,CHOWK AREA GUJRAT Pakistan #8906,Rural,2263,60,4,32.5500598,74.098302
8907,DINGA ROAD GUJRAT Pakistan #8907,Highway,4936,40,1,32.6120603,74.0295656
8908,GT ROAD GUJRAT Pakistan #8908,Arterial,3067,120,4,32.6659235,74.1756105
8909,NEAR SCHOOL ROAD GUJRAT Pakistan #8909,Arterial,2765,80,1,32.5730725,74.1005044
8910,JALALPUR JATTAN ROAD GUJRAT Pakistan #8910,Arterial,888,120,2,32.5730725,74.1005044
8911,BHIMBER ROAD GUJRAT Pakistan #8911,Rural,4004,100,2,32.8514162,74.0726044
8912,JALALPUR JATTAN ROAD GUJRAT Pakistan #8912,Residential,1280,30,3,32.5322932,74.092157
8913,NEAR MARKET GUJRAT Pakistan #8913,Residential,2861,40,3,32.5800178,74.075499
8914,CHOWK AREA GUJRAT Pakistan #8914,Residential,2957,100,1,32.524964,74.093779
8915,NEAR MARKET GUJRAT Pakistan #8915,Rural,1302,40,3,32.5730725,74.1005044
8916,NEAR SCHOOL ROAD GUJRAT Pakistan #8916,Residential,2139,120,3,32.50873,74.0072379
8917,GT ROAD GUJRAT Pakistan #8917,Highway,4248,30,2,32.5853647,74.0675061
8918,GT ROAD GUJRAT Pakistan #8918,Arterial,4284,120,6,32.5897727,74.0514371
8919,DINGA ROAD GUJRAT Pakistan #8919,Residential,2254,80,4,32.5839087,74.0875848
8920,JALALPUR JATTAN ROAD GUJRAT Pakistan #8920,Residential,2662,100,4,32.5843073,74.0764902
8921,NEAR MARKET GUJRAT Pakistan #8921,Arterial,1311,40,4,32.5968381,74.0790509
8922,NEAR BUS STOP GUJRAT Pakistan #8922,Rural,3379,120,6,32.5632439,74.0406361
8923,VILLAGE LINK ROAD GUJRAT Pakistan #8923,Rural,4420,30,3,32.5653253,74.0751705
8924,NEAR BUS STOP GUJRAT Pakistan #8924,Arterial,3038,100,2,32.5183385,74.0771413
8925,SERVICE ROAD GUJRAT Pakistan #8925,Residential,3288,80,3,32.5119798,74.0329499
8926,NEAR PSO PUMP GUJRAT Pakistan #8926,Arterial,3258,100,5,32.5754138,74.0638213
8927,UNIVERSITY ROAD GUJRAT Pakistan #8927,Highway,1479,120,2,32.5675134,74.1107824
8928,SERVICE ROAD GUJRAT Pakistan #8928,Rural,1255,120,1,32.5838405,74.0900104
8929,VILLAGE LINK ROAD GUJRAT Pakistan #8929,Highway,1246,30,4,32.5925382,74.0468811
8930,NEAR PSO PUMP GUJRAT Pakistan #8930,Residential,2554,40,6,32.5832368,74.0978671
8931,BHIMBER ROAD GUJRAT Pakistan #8931,Arterial,3926,50,3,32.5588588,74.0433025
8932,NEAR SCHOOL ROAD GUJRAT Pakistan #8932,Rural,2530,60,2,32.5850799,74.0428197
8933,JALALPUR JATTAN ROAD GUJRAT Pakistan #8933,Arterial,2029,120,6,32.5920396,74.0482584
8934,NEAR MARKET GUJRAT Pakistan #8934,Highway,2476,30,3,32.5779143,74.0640682
8935,VILLAGE LINK ROAD GUJRAT Pakistan #8935,Arterial,2652,120,3,32.5723045,74.0750975
8936,JALALPUR JATTAN ROAD GUJRAT Pakistan #8936,Arterial,2914,60,1,32.549,74.089671
8937,VILLAGE LINK ROAD GUJRAT Pakistan #8937,Highway,1426,100,3,32.8374232,74.1819781
8938,NEAR SCHOOL ROAD GUJRAT Pakistan #8938,Highway,3438,50,6,32.564327,74.0583307
8939,BHIMBER ROAD GUJRAT Pakistan #8939,Residential,2210,60,2,32.5730725,74.1005044
8940,NEAR MARKET GUJRAT Pakistan #8940,Residential,3953,80,3,32.5730725,74.1005044
8941,CHOWK AREA GUJRAT Pakistan #8941,Residential,3656,120,1,32.5842803,74.0715328
8942,NEAR SCHOOL ROAD GUJRAT Pakistan #8942,Rural,2775,40,6,32.5846657,74.0782285
8943,CHOWK AREA GUJRAT Pakistan #8943,Residential,1124,40,4,32.5588588,74.0433025
8944,VILLAGE LINK ROAD GUJRAT Pakistan #8944,Arterial,1566,50,3,32.6115184,74.0789463
8945,CHOWK AREA GUJRAT Pakistan #8945,Residential,1392,80,2,32.557359,74.0856813
8946,VILLAGE LINK ROAD GUJRAT Pakistan #8946,Arterial,4517,60,6,32.5692876,74.0998171
8947,UNIVERSITY ROAD GUJRAT Pakistan #8947,Residential,969,80,2,32.5927722,74.1157376
8948,SERVICE ROAD GUJRAT Pakistan #8948,Rural,4128,30,2,32.5155992,74.0475456
8949,NEAR PSO PUMP GUJRAT Pakistan #8949,Arterial,4097,50,4,32.5860535,74.0793796
8950,SERVICE ROAD GUJRAT Pakistan #8950,Residential,3919,40,1,32.6384175,74.2089285
8951,SERVICE ROAD GUJRAT Pakistan #8951,Arterial,4203,80,3,32.5710129,74.0809996
8952,UNIVERSITY ROAD GUJRAT Pakistan #8952,Rural,1869,80,4,32.5730725,74.1005044
8953,BHIMBER ROAD GUJRAT Pakistan #8953,Residential,2012,80,2,32.6098864,74.0498408
8954,NEAR BUS STOP GUJRAT Pakistan #8954,Arterial,4157,80,1,32.5754138,74.0638213
8955,JALALPUR JATTAN ROAD GUJRAT Pakistan #8955,Arterial,1557,50,5,32.5030015,74.0953186
8956,NEAR SCHOOL ROAD GUJRAT Pakistan #8956,Residential,4023,60,4,32.6390308,74.1975883
8957,NEAR MARKET GUJRAT Pakistan #8957,Arterial,1683,120,2,32.5698781,74.0739313
8958,UNIVERSITY ROAD GUJRAT Pakistan #8958,Arterial,3276,100,4,32.6377717,74.1958929
8959,NEAR BUS STOP GUJRAT Pakistan #8959,Highway,4991,50,5,32.50873,74.0072379
8960,UNIVERSITY ROAD GUJRAT Pakistan #8960,Rural,1100,120,6,32.6514165,74.1687686
8961,CHOWK AREA GUJRAT Pakistan #8961,Highway,4068,80,6,32.5767616,74.0635991
8962,UNIVERSITY ROAD GUJRAT Pakistan #8962,Arterial,3521,100,5,32.565822,74.0516865
8963,CHOWK AREA GUJRAT Pakistan #8963,Rural,2324,50,1,32.5155992,74.0475456
8964,NEAR SCHOOL ROAD GUJRAT Pakistan #8964,Residential,2427,100,1,32.606262,74.0696673
8965,VILLAGE LINK ROAD GUJRAT Pakistan #8965,Residential,1655,50,2,32.5730725,74.1005044
8966,GT ROAD GUJRAT Pakistan #8966,Residential,3059,40,4,32.5730725,74.1005044
8967,DINGA ROAD GUJRAT Pakistan #8967,Highway,2677,120,4,32.5866551,74.0632642
8968,NEAR MARKET GUJRAT Pakistan #8968,Residential,2045,100,2,32.5932314,74.0440804
8969,UNIVERSITY ROAD GUJRAT Pakistan #8969,Highway,934,40,2,32.564327,74.0583307
8970,BHIMBER ROAD GUJRAT Pakistan #8970,Rural,817,100,6,32.803179,74.0608558
8971,DINGA ROAD GUJRAT Pakistan #8971,Highway,4476,60,6,32.5730725,74.1005044
8972,NEAR SCHOOL ROAD GUJRAT Pakistan #8972,Highway,4534,120,2,32.5155992,74.0475456
8973,NEAR PSO PUMP GUJRAT Pakistan #8973,Highway,813,60,5,32.5954494,74.0446875
8974,NEAR SCHOOL ROAD GUJRAT Pakistan #8974,Arterial,3674,120,3,32.5730725,74.1005044
8975,NEAR PSO PUMP GUJRAT Pakistan #8975,Rural,1021,80,3,32.5762176,74.0763878
8976,DINGA ROAD GUJRAT Pakistan #8976,Arterial,4897,60,6,32.5976565,74.0296833
8977,SERVICE ROAD GUJRAT Pakistan #8977,Arterial,5055,120,6,32.5862974,74.0567177
8978,NEAR PSO PUMP GUJRAT Pakistan #8978,Arterial,3136,100,6,32.5927722,74.1157376
8979,JALALPUR JATTAN ROAD GUJRAT Pakistan #8979,Residential,3179,80,2,32.5913519,74.0608558
8980,DINGA ROAD GUJRAT Pakistan #8980,Highway,685,40,1,32.5452169,74.0913865
8981,SERVICE ROAD GUJRAT Pakistan #8981,Highway,2214,40,6,32.5730725,74.1005044
8982,NEAR PSO PUMP GUJRAT Pakistan #8982,Rural,897,50,3,32.5596973,74.0772187
8983,NEAR PSO PUMP GUJRAT Pakistan #8983,Arterial,3573,50,2,32.5587491,74.0429687
8984,NEAR BUS STOP GUJRAT Pakistan #8984,Highway,1718,50,6,32.5730725,74.1005044
8985,NEAR MARKET GUJRAT Pakistan #8985,Arterial,785,100,1,32.5640348,74.0575465
8986,BHIMBER ROAD GUJRAT Pakistan #8986,Rural,4452,120,3,32.550686,74.090177
8987,GT ROAD GUJRAT Pakistan #8987,Arterial,4616,50,1,32.5155992,74.0475456
8988,UNIVERSITY ROAD GUJRAT Pakistan #8988,Residential,1118,40,5,32.5629273,74.1606956
8989,NEAR PSO PUMP GUJRAT Pakistan #8989,Rural,2635,120,1,32.5622791,74.1342726
8990,JALALPUR JATTAN ROAD GUJRAT Pakistan #8990,Arterial,3907,120,4,32.5730725,74.1005044
8991,SERVICE ROAD GUJRAT Pakistan #8991,Rural,2410,40,6,32.5155992,74.0475456
8992,NEAR PSO PUMP GUJRAT Pakistan #8992,Highway,3646,50,2,32.5862974,74.0567177
8993,JALALPUR JATTAN ROAD GUJRAT Pakistan #8993,Rural,4235,30,1,32.5833226,74.1025865
8994,NEAR SCHOOL ROAD GUJRAT Pakistan #8994,Residential,2348,30,4,32.5932314,74.0440804
8995,GT ROAD GUJRAT Pakistan #8995,Residential,2089,80,2,32.6284408,74.2332458
8996,JALALPUR JATTAN ROAD GUJRAT Pakistan #8996,Highway,2454,40,1,32.5183385,74.0771413
8997,NEAR SCHOOL ROAD GUJRAT Pakistan #8997,Residential,3385,100,1,32.5758077,74.0654576
8998,VILLAGE LINK ROAD GUJRAT Pakistan #8998,Rural,2016,60,3,32.5670037,74.066112
8999,CHOWK AREA GUJRAT Pakistan #8999,Residential,4827,60,2,32.5693817,74.0414717
9000,NEAR PSO PUMP GUJRAT Pakistan #9000,Residential,5004,30,1,32.5800178,74.075499
9001,VILLAGE LINK ROAD GUJRAT Pakistan #9001,Highway,1048,120,3,32.5862974,74.0567177
9002,NEAR PSO PUMP GUJRAT Pakistan #9002,Residential,3269,120,3,32.5712094,74.0781113
9003,BHIMBER ROAD GUJRAT Pakistan #9003,Arterial,5079,40,5,32.5774479,74.0631351
9004,NEAR PSO PUMP GUJRAT Pakistan #9004,Highway,4410,60,2,32.5754138,74.0638213
9005,NEAR BUS STOP GUJRAT Pakistan #9005,Rural,1103,60,3,32.5724557,74.0686943
9006,JALALPUR JATTAN ROAD GUJRAT Pakistan #9006,Arterial,4590,120,5,32.5624664,74.0644355
9007,CHOWK AREA GUJRAT Pakistan #9007,Residential,4411,100,1,32.6356051,74.0094471
9008,DINGA ROAD GUJRAT Pakistan #9008,Arterial,2555,60,1,32.4950197,74.0796864
9009,DINGA ROAD GUJRAT Pakistan #9009,Rural,4905,100,2,32.6919583,74.128524
9010,NEAR SCHOOL ROAD GUJRAT Pakistan #9010,Rural,2412,120,6,32.8532035,74.0734764
9011,NEAR PSO PUMP GUJRAT Pakistan #9011,Residential,2189,50,6,32.5862974,74.0567177
9012,GT ROAD GUJRAT Pakistan #9012,Arterial,3343,60,6,32.5791044,74.0916897
9013,UNIVERSITY ROAD GUJRAT Pakistan #9013,Rural,4628,40,4,32.5588588,74.0433025
9014,JALALPUR JATTAN ROAD GUJRAT Pakistan #9014,Highway,4066,40,5,32.5155992,74.0475456
9015,SERVICE ROAD GUJRAT Pakistan #9015,Arterial,4263,50,1,32.5853647,74.0675061
9016,DINGA ROAD GUJRAT Pakistan #9016,Residential,3322,80,2,32.5530847,74.0877156
9017,NEAR MARKET GUJRAT Pakistan #9017,Highway,5138,80,6,32.581567,74.0491065
9018,NEAR PSO PUMP GUJRAT Pakistan #9018,Highway,4977,40,1,32.5629273,74.1606956
9019,SERVICE ROAD GUJRAT Pakistan #9019,Arterial,2411,120,3,32.6054621,74.0790147
9020,JALALPUR JATTAN ROAD GUJRAT Pakistan #9020,Arterial,3124,60,2,32.5640747,74.0774111
9021,SERVICE ROAD GUJRAT Pakistan #9021,Highway,5191,80,3,32.5648686,74.0786705
9022,NEAR PSO PUMP GUJRAT Pakistan #9022,Residential,4408,120,1,32.6407156,74.1666998
9023,JALALPUR JATTAN ROAD GUJRAT Pakistan #9023,Residential,923,60,2,32.5814801,74.069322
9024,NEAR PSO PUMP GUJRAT Pakistan #9024,Arterial,939,80,6,32.5615005,74.0806009
9025,NEAR SCHOOL ROAD GUJRAT Pakistan #9025,Arterial,3311,100,5,32.6057903,74.0872892
9026,GT ROAD GUJRAT Pakistan #9026,Rural,4013,100,1,32.6480365,74.2120629
9027,NEAR BUS STOP GUJRAT Pakistan #9027,Arterial,1090,30,6,32.5698781,74.0739313
9028,SERVICE ROAD GUJRAT Pakistan #9028,Rural,3390,120,1,32.5936472,74.079551
9029,DINGA ROAD GUJRAT Pakistan #9029,Residential,1179,120,1,32.5895937,74.0495184
9030,SERVICE ROAD GUJRAT Pakistan #9030,Arterial,4983,120,5,32.5648497,74.0502646
9031,NEAR MARKET GUJRAT Pakistan #9031,Rural,2677,30,1,32.5449782,74.0909602
9032,JALALPUR JATTAN ROAD GUJRAT Pakistan #9032,Rural,1058,40,1,32.5588588,74.0433025
9033,VILLAGE LINK ROAD GUJRAT Pakistan #9033,Arterial,2486,40,4,32.5730725,74.1005044
9034,GT ROAD GUJRAT Pakistan #9034,Residential,1744,60,4,32.5925382,74.0468811
9035,JALALPUR JATTAN ROAD GUJRAT Pakistan #9035,Arterial,2376,100,4,32.5767984,74.0601215
9036,UNIVERSITY ROAD GUJRAT Pakistan #9036,Highway,796,30,3,32.4859826,74.0909406
9037,NEAR PSO PUMP GUJRAT Pakistan #9037,Residential,5189,50,2,32.5754138,74.0638213
9038,BHIMBER ROAD GUJRAT Pakistan #9038,Residential,1627,60,6,32.6096081,74.0211989
9039,SERVICE ROAD GUJRAT Pakistan #9039,Highway,2882,50,2,32.524964,74.093779
9040,NEAR MARKET GUJRAT Pakistan #9040,Arterial,3419,50,1,32.5615005,74.0806009
9041,JALALPUR JATTAN ROAD GUJRAT Pakistan #9041,Residential,3208,50,1,32.5626069,74.0517515
9042,VILLAGE LINK ROAD GUJRAT Pakistan #9042,Arterial,4850,60,2,32.5583951,74.0757951
9043,DINGA ROAD GUJRAT Pakistan #9043,Residential,2292,80,6,32.5648497,74.0502646
9044,NEAR SCHOOL ROAD GUJRAT Pakistan #9044,Arterial,3039,60,2,32.5839379,74.0924637
9045,BHIMBER ROAD GUJRAT Pakistan #9045,Rural,817,120,2,32.5465942,74.0821496
9046,NEAR SCHOOL ROAD GUJRAT Pakistan #9046,Highway,5100,30,5,32.5730725,74.1005044
9047,BHIMBER ROAD GUJRAT Pakistan #9047,Residential,4303,60,6,32.584226,74.071835
9048,JALALPUR JATTAN ROAD GUJRAT Pakistan #9048,Arterial,4672,30,5,32.5925382,74.0468811
9049,UNIVERSITY ROAD GUJRAT Pakistan #9049,Residential,3531,120,1,32.6682786,74.115348
9050,NEAR BUS STOP GUJRAT Pakistan #9050,Residential,3565,30,2,32.5730725,74.1005044
9051,BHIMBER ROAD GUJRAT Pakistan #9051,Residential,3542,60,6,32.5622791,74.1342726
9052,GT ROAD GUJRAT Pakistan #9052,Rural,4578,30,2,32.5730725,74.1005044
9053,VILLAGE LINK ROAD GUJRAT Pakistan #9053,Residential,3998,50,6,32.5792771,74.088574
9054,DINGA ROAD GUJRAT Pakistan #9054,Residential,3509,120,1,32.5843236,74.0840127
9055,VILLAGE LINK ROAD GUJRAT Pakistan #9055,Residential,3157,50,6,32.5622757,74.0948823
9056,BHIMBER ROAD GUJRAT Pakistan #9056,Arterial,736,60,2,32.5596973,74.0772187
9057,VILLAGE LINK ROAD GUJRAT Pakistan #9057,Arterial,4418,30,6,32.4859826,74.0909406
9058,NEAR PSO PUMP GUJRAT Pakistan #9058,Arterial,1409,100,3,32.583662,74.1078459
9059,VILLAGE LINK ROAD GUJRAT Pakistan #9059,Residential,655,120,1,32.5723863,74.0683129
9060,SERVICE ROAD GUJRAT Pakistan #9060,Arterial,1451,120,6,32.5960592,74.0795791
9061,SERVICE ROAD GUJRAT Pakistan #9061,Residential,3528,60,2,32.5626069,74.0517515
9062,BHIMBER ROAD GUJRAT Pakistan #9062,Residential,4776,50,3,32.5875157,74.1066395
9063,VILLAGE LINK ROAD GUJRAT Pakistan #9063,Rural,4345,60,3,32.5697086,74.0711046
9064,UNIVERSITY ROAD GUJRAT Pakistan #9064,Highway,672,40,5,32.5927722,74.1157376
9065,NEAR PSO PUMP GUJRAT Pakistan #9065,Rural,4097,40,5,32.6150889,74.0253693
9066,JALALPUR JATTAN ROAD GUJRAT Pakistan #9066,Arterial,2995,100,5,32.562705,74.0535033
9067,JALALPUR JATTAN ROAD GUJRAT Pakistan #9067,Residential,1625,50,1,32.565822,74.0516865
9068,DINGA ROAD GUJRAT Pakistan #9068,Highway,2634,60,6,32.5588588,74.0433025
9069,BHIMBER ROAD GUJRAT Pakistan #9069,Residential,4018,60,2,32.584468,74.0804983
9070,NEAR MARKET GUJRAT Pakistan #9070,Highway,3504,80,1,32.5625405,74.0797928
9071,JALALPUR JATTAN ROAD GUJRAT Pakistan #9071,Rural,2273,30,4,32.5925382,74.0468811
9072,GT ROAD GUJRAT Pakistan #9072,Arterial,1854,30,6,32.6480365,74.2120629
9073,JALALPUR JATTAN ROAD GUJRAT Pakistan #9073,Highway,2108,40,6,32.5588588,74.0433025
9074,JALALPUR JATTAN ROAD GUJRAT Pakistan #9074,Arterial,2484,80,4,32.5730725,74.1005044
9075,CHOWK AREA GUJRAT Pakistan #9075,Arterial,5111,80,6,32.5712012,74.0750116
9076,NEAR BUS STOP GUJRAT Pakistan #9076,Highway,3758,60,2,32.5079067,74.0432206
9077,VILLAGE LINK ROAD GUJRAT Pakistan #9077,Residential,4487,30,4,32.5687924,74.0687495
9078,NEAR BUS STOP GUJRAT Pakistan #9078,Highway,4556,120,5,32.5843073,74.0764902
9079,BHIMBER ROAD GUJRAT Pakistan #9079,Rural,4532,40,2,32.6377717,74.1958929
9080,UNIVERSITY ROAD GUJRAT Pakistan #9080,Arterial,3319,120,4,32.6201744,74.0789545
9081,SERVICE ROAD GUJRAT Pakistan #9081,Residential,3797,40,5,32.5730725,74.1005044
9082,BHIMBER ROAD GUJRAT Pakistan #9082,Residential,3894,60,6,32.5604448,74.0472217
9083,GT ROAD GUJRAT Pakistan #9083,Rural,3680,100,3,32.5730725,74.1005044
9084,GT ROAD GUJRAT Pakistan #9084,Rural,2053,60,4,32.5544763,74.0733615
9085,NEAR BUS STOP GUJRAT Pakistan #9085,Arterial,1966,100,5,32.5772043,74.0773284
