id,latitude,longitude,datetime,date,time,day_of_week,hour,weather,road_type,severity,casualties,injuries,fatalities,vehicles_involved,description
7813,32.539531,74.0637224,2020-02-12T18:28:00,2/12/2020,18:28:00,Wednesday,18,Rain,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during rain conditions
7814,32.5519382,74.0755415,2023-05-07T08:00:00,5/7/2023,8:00:00,Sunday,8,Snow,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor highway accident during snow conditions
7815,32.5927722,74.1157376,2024-10-05T17:45:00,10/5/2024,17:45:00,Saturday,17,Rain,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor highway accident during rain conditions
7816,32.5848011,74.0559518,2022-03-30T19:25:00,3/30/2022,19:25:00,Wednesday,19,Clear,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during clear conditions
7817,32.5716246,74.0733387,2022-10-26T08:15:00,10/26/2022,8:15:00,Wednesday,8,Clear,Arterial,Fatal,"{'injured': 3, 'dead': 4, 'total': 7}",3,4,4,Fatal accident on arterial during clear weather
7818,32.5416391,74.0031448,2024-12-01T01:22:00,12/1/2024,1:22:00,Sunday,1,Heavy Rain,Arterial,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,2,Moderate collision on arterial in heavy rain weather
7819,32.5897591,74.0761777,2024-04-16T10:15:00,4/16/2024,10:15:00,Tuesday,10,Cloudy,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor residential accident during cloudy conditions
7820,32.6097632,74.0793,2024-07-22T15:32:00,7/22/2024,15:32:00,Monday,15,Clear,Arterial,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,1,Moderate collision on arterial in clear weather
7821,32.6209735,74.0788898,2025-11-20T00:30:00,11/20/2025,0:30:00,Thursday,0,Cloudy,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor arterial accident during cloudy conditions
7822,32.5695355,74.085118,2021-04-07T17:59:00,4/7/2021,17:59:00,Wednesday,17,Fog,Residential,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor residential accident during fog conditions
7823,32.5767984,74.0601215,2022-07-24T05:56:00,7/24/2022,5:56:00,Sunday,5,Rain,Intersection,Severe,"{'injured': 6, 'dead': 0, 'total': 6}",6,0,1,Severe accident on intersection with rain conditions
7824,32.5588588,74.0433025,2023-06-02T17:44:00,6/2/2023,17:44:00,Friday,17,Clear,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during clear conditions
7825,32.5635259,74.0558182,2022-08-31T15:09:00,8/31/2022,15:09:00,Wednesday,15,Clear,Intersection,Fatal,"{'injured': 4, 'dead': 4, 'total': 8}",4,4,3,Fatal accident on intersection during clear weather
7826,32.7742997,74.0659959,2025-01-08T01:43:00,1/8/2025,1:43:00,Wednesday,1,Rain,Highway,Moderate,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,2,Moderate collision on highway in rain weather
7827,32.5416391,74.0031448,2021-11-09T14:41:00,11/9/2021,14:41:00,Tuesday,14,Clear,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor residential accident during clear conditions
7828,32.5730725,74.1005044,2025-10-18T23:25:00,10/18/2025,23:25:00,Saturday,23,Clear,Arterial,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,2,Moderate collision on arterial in clear weather
7829,32.5647,74.0541,2025-01-08T20:16:00,1/8/2025,20:16:00,Wednesday,20,Cloudy,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor intersection accident during cloudy conditions
7830,32.5730725,74.1005044,2024-01-08T06:42:00,1/8/2024,6:42:00,Monday,6,Clear,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,1,Moderate collision on arterial in clear weather
7831,32.5039965,74.0284535,2022-03-28T15:17:00,3/28/2022,15:17:00,Monday,15,Rain,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during rain conditions
7832,32.5730725,74.1005044,2023-10-20T12:35:00,10/20/2023,12:35:00,Friday,12,Clear,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor highway accident during clear conditions
7833,32.5587491,74.0429687,2024-12-17T19:17:00,12/17/2024,19:17:00,Tuesday,19,Cloudy,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor highway accident during cloudy conditions
7834,32.5730725,74.1005044,2021-08-25T17:17:00,8/25/2021,17:17:00,Wednesday,17,Heavy Rain,Intersection,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor intersection accident during heavy rain conditions
7835,32.5448303,74.0924031,2020-08-12T14:16:00,8/12/2020,14:16:00,Wednesday,14,Heavy Rain,Rural,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor rural accident during heavy rain conditions
7836,32.5784194,74.0749322,2020-02-11T11:58:00,2/11/2020,11:58:00,Tuesday,11,Heavy Rain,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,2,Moderate collision on arterial in heavy rain weather
7837,32.559981,74.0816115,2025-03-08T19:18:00,3/8/2025,19:18:00,Saturday,19,Fog,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,4,Moderate collision on arterial in fog weather
7838,32.6412756,74.2061794,2022-01-29T19:19:00,1/29/2022,19:19:00,Saturday,19,Cloudy,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor residential accident during cloudy conditions
7839,32.5588588,74.0433025,2020-10-22T20:11:00,10/22/2020,20:11:00,Thursday,20,Rain,Intersection,Severe,"{'injured': 8, 'dead': 0, 'total': 8}",8,0,2,Severe accident on intersection with rain conditions
7840,32.539531,74.0637224,2025-08-29T19:09:00,8/29/2025,19:09:00,Friday,19,Fog,Intersection,Fatal,"{'injured': 4, 'dead': 4, 'total': 8}",4,4,4,Fatal accident on intersection during fog weather
7841,32.5723863,74.0683129,2023-03-19T19:42:00,3/19/2023,19:42:00,Sunday,19,Clear,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor residential accident during clear conditions
7842,32.5648686,74.0786705,2024-07-25T18:45:00,7/25/2024,18:45:00,Thursday,18,Clear,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during clear conditions
7843,32.5720983,74.0844027,2020-02-13T19:18:00,2/13/2020,19:18:00,Thursday,19,Cloudy,Arterial,Severe,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Severe accident on arterial with cloudy conditions
7844,32.5625405,74.0797928,2025-11-04T09:59:00,11/4/2025,9:59:00,Tuesday,9,Clear,Residential,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor residential accident during clear conditions
7845,32.5690734,74.072083,2021-10-16T09:17:00,10/16/2021,9:17:00,Saturday,9,Clear,Highway,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor highway accident during clear conditions
7846,32.5730725,74.1005044,2024-09-13T01:57:00,9/13/2024,1:57:00,Friday,1,Clear,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during clear conditions
7847,32.5757806,74.0749365,2023-12-24T08:50:00,12/24/2023,8:50:00,Sunday,8,Rain,Arterial,Fatal,"{'injured': 2, 'dead': 4, 'total': 6}",2,4,4,Fatal accident on arterial during rain weather
7848,32.5632439,74.0406361,2020-02-01T17:07:00,2/1/2020,17:07:00,Saturday,17,Cloudy,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor highway accident during cloudy conditions
7849,32.5927722,74.1157376,2022-09-07T08:12:00,9/7/2022,8:12:00,Wednesday,8,Clear,Highway,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,1,Moderate collision on highway in clear weather
7850,32.6787524,74.1596246,2022-05-03T20:51:00,5/3/2022,20:51:00,Tuesday,20,Clear,Intersection,Severe,"{'injured': 7, 'dead': 0, 'total': 7}",7,0,2,Severe accident on intersection with clear conditions
7851,32.5687924,74.0687495,2023-09-04T23:18:00,9/4/2023,23:18:00,Monday,23,Cloudy,Residential,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor residential accident during cloudy conditions
7852,32.5774479,74.0631351,2023-06-29T07:23:00,6/29/2023,7:23:00,Thursday,7,Cloudy,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor arterial accident during cloudy conditions
7853,32.6120603,74.0295656,2024-01-30T20:08:00,1/30/2024,20:08:00,Tuesday,20,Clear,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor arterial accident during clear conditions
7854,32.6377717,74.1958929,2020-12-25T18:47:00,12/25/2020,18:47:00,Friday,18,Rain,Intersection,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,1,Moderate collision on intersection in rain weather
7855,32.5913002,74.0259728,2024-03-09T04:35:00,3/9/2024,4:35:00,Saturday,4,Rain,Residential,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,1,Moderate collision on residential in rain weather
7856,32.6480365,74.2120629,2023-10-11T11:33:00,10/11/2023,11:33:00,Wednesday,11,Clear,Highway,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor highway accident during clear conditions
7857,32.5970357,74.0529746,2020-08-17T09:10:00,8/17/2020,9:10:00,Monday,9,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor highway accident during clear conditions
7858,32.6008428,74.0491065,2021-10-20T19:52:00,10/20/2021,19:52:00,Wednesday,19,Cloudy,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor arterial accident during cloudy conditions
7859,32.5927722,74.1157376,2022-11-19T22:39:00,11/19/2022,22:39:00,Saturday,22,Rain,Highway,Fatal,"{'injured': 3, 'dead': 1, 'total': 4}",3,1,4,Fatal accident on highway during rain weather
7860,32.6377717,74.1958929,2021-03-28T20:48:00,3/28/2021,20:48:00,Sunday,20,Clear,Rural,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor rural accident during clear conditions
7861,32.558159,74.0575935,2024-04-21T22:51:00,4/21/2024,22:51:00,Sunday,22,Clear,Highway,Fatal,"{'injured': 1, 'dead': 4, 'total': 5}",1,4,4,Fatal accident on highway during clear weather
7862,32.5920665,74.0806389,2023-06-05T18:18:00,6/5/2023,18:18:00,Monday,18,Clear,Intersection,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor intersection accident during clear conditions
7863,32.5843296,74.0799613,2022-08-11T09:18:00,8/11/2022,9:18:00,Thursday,9,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor highway accident during clear conditions
7864,32.5760797,74.0850727,2023-10-29T18:51:00,10/29/2023,18:51:00,Sunday,18,Clear,Arterial,Severe,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,3,Severe accident on arterial with clear conditions
7865,32.570403,74.0742755,2024-06-22T09:35:00,6/22/2024,9:35:00,Saturday,9,Clear,Highway,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,3,Moderate collision on highway in clear weather
7866,32.5693796,74.073685,2020-08-23T13:23:00,8/23/2020,13:23:00,Sunday,13,Clear,Highway,Severe,"{'injured': 2, 'dead': 2, 'total': 4}",2,2,1,Severe accident on highway with clear conditions
7867,32.6098864,74.0498408,2025-04-13T19:59:00,4/13/2025,19:59:00,Sunday,19,Clear,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor highway accident during clear conditions
7868,32.6088588,74.0880136,2025-04-13T04:14:00,4/13/2025,4:14:00,Sunday,4,Rain,Highway,Fatal,"{'injured': 1, 'dead': 4, 'total': 5}",1,4,4,Fatal accident on highway during rain weather
7869,32.562705,74.0535033,2021-07-02T12:57:00,7/2/2021,12:57:00,Friday,12,Clear,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor arterial accident during clear conditions
7870,32.5624664,74.0644355,2023-06-02T20:25:00,6/2/2023,20:25:00,Friday,20,Clear,Arterial,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,3,Moderate collision on arterial in clear weather
7871,32.5835803,74.1216795,2024-05-22T09:20:00,5/22/2024,9:20:00,Wednesday,9,Clear,Highway,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor highway accident during clear conditions
7872,32.6460466,74.210953,2024-10-01T04:35:00,10/1/2024,4:35:00,Tuesday,4,Clear,Highway,Severe,"{'injured': 2, 'dead': 2, 'total': 4}",2,2,4,Severe accident on highway with clear conditions
7873,32.583662,74.1078459,2025-11-10T18:17:00,11/10/2025,18:17:00,Monday,18,Clear,Arterial,Severe,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,4,Severe accident on arterial with clear conditions
7874,32.5119798,74.0329499,2022-03-17T06:35:00,3/17/2022,6:35:00,Thursday,6,Heavy Rain,Intersection,Severe,"{'injured': 6, 'dead': 1, 'total': 7}",6,1,2,Severe accident on intersection with heavy rain conditions
7875,32.5499292,74.0704819,2025-12-08T18:05:00,12/8/2025,18:05:00,Monday,18,Clear,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during clear conditions
7876,32.5596144,74.0834029,2022-07-17T04:54:00,7/17/2022,4:54:00,Sunday,4,Rain,Rural,Severe,"{'injured': 6, 'dead': 0, 'total': 6}",6,0,4,Severe accident on rural with rain conditions
7877,32.5730725,74.1005044,2023-03-09T07:49:00,3/9/2023,7:49:00,Thursday,7,Clear,Arterial,Severe,"{'injured': 6, 'dead': 1, 'total': 7}",6,1,4,Severe accident on arterial with clear conditions
7878,32.5730725,74.1005044,2025-11-13T20:29:00,11/13/2025,20:29:00,Thursday,20,Fog,Highway,Severe,"{'injured': 8, 'dead': 1, 'total': 9}",8,1,1,Severe accident on highway with fog conditions
7879,32.5648686,74.0786705,2025-12-24T20:50:00,12/24/2025,20:50:00,Wednesday,20,Heavy Rain,Arterial,Fatal,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,4,Fatal accident on arterial during heavy rain weather
7880,32.5583951,74.0757951,2021-03-17T14:40:00,3/17/2021,14:40:00,Wednesday,14,Cloudy,Arterial,Moderate,"{'injured': 3, 'dead': 1, 'total': 4}",3,1,4,Moderate collision on arterial in cloudy weather
7881,32.6356051,74.0094471,2023-07-18T20:26:00,7/18/2023,20:26:00,Tuesday,20,Clear,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during clear conditions
7882,32.5865658,74.0527919,2024-08-16T17:03:00,8/16/2024,17:03:00,Friday,17,Rain,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor highway accident during rain conditions
7883,32.612716,74.02938,2024-08-28T09:39:00,8/28/2024,9:39:00,Wednesday,9,Clear,Residential,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,2,Moderate collision on residential in clear weather
7884,32.5675776,74.0792704,2022-05-29T17:11:00,5/29/2022,17:11:00,Sunday,17,Clear,Intersection,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor intersection accident during clear conditions
7885,32.6128816,74.0280931,2020-09-23T18:36:00,9/23/2020,18:36:00,Wednesday,18,Cloudy,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during cloudy conditions
7886,32.6128816,74.0280931,2021-06-01T18:56:00,6/1/2021,18:56:00,Tuesday,18,Heavy Rain,Rural,Fatal,"{'injured': 1, 'dead': 4, 'total': 5}",1,4,4,Fatal accident on rural during heavy rain weather
7887,32.5588588,74.0433025,2021-05-08T20:23:00,5/8/2021,20:23:00,Saturday,20,Rain,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor residential accident during rain conditions
7888,32.5079067,74.0432206,2020-03-01T07:04:00,3/1/2020,7:04:00,Sunday,7,Clear,Intersection,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on intersection in clear weather
7889,32.5622791,74.1342726,2020-11-17T17:56:00,11/17/2020,17:56:00,Tuesday,17,Clear,Intersection,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Moderate collision on intersection in clear weather
7890,32.6377717,74.1958929,2024-11-02T18:40:00,11/2/2024,18:40:00,Saturday,18,Rain,Intersection,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,2,Moderate collision on intersection in rain weather
7891,32.5767915,74.0785052,2020-07-24T09:02:00,7/24/2020,9:02:00,Friday,9,Clear,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor arterial accident during clear conditions
7892,32.7361925,74.3730865,2022-01-16T08:09:00,1/16/2022,8:09:00,Sunday,8,Rain,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor highway accident during rain conditions
7893,32.5693796,74.073685,2023-11-20T07:46:00,11/20/2023,7:46:00,Monday,7,Cloudy,Arterial,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on arterial in cloudy weather
7894,32.558159,74.0575935,2023-01-19T09:08:00,1/19/2023,9:08:00,Thursday,9,Clear,Residential,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,3,Moderate collision on residential in clear weather
7895,32.5626069,74.0517515,2021-08-12T21:00:00,8/12/2021,21:00:00,Thursday,21,Rain,Highway,Severe,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,1,Severe accident on highway with rain conditions
7896,32.5155992,74.0475456,2025-08-08T20:01:00,8/8/2025,20:01:00,Friday,20,Fog,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor arterial accident during fog conditions
7897,32.6035962,74.0491065,2021-05-10T15:51:00,5/10/2021,15:51:00,Monday,15,Clear,Intersection,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,2,Moderate collision on intersection in clear weather
7898,32.5377219,74.0623238,2022-08-21T08:02:00,8/21/2022,8:02:00,Sunday,8,Clear,Arterial,Fatal,"{'injured': 3, 'dead': 3, 'total': 6}",3,3,1,Fatal accident on arterial during clear weather
7899,32.5848011,74.0559518,2021-01-28T02:26:00,1/28/2021,2:26:00,Thursday,2,Clear,Intersection,Fatal,"{'injured': 0, 'dead': 2, 'total': 2}",0,2,4,Fatal accident on intersection during clear weather
7900,32.5606074,74.0664057,2024-07-27T13:44:00,7/27/2024,13:44:00,Saturday,13,Clear,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor highway accident during clear conditions
7901,32.5588588,74.0433025,2020-09-14T18:43:00,9/14/2020,18:43:00,Monday,18,Clear,Residential,Moderate,"{'injured': 3, 'dead': 1, 'total': 4}",3,1,4,Moderate collision on residential in clear weather
7902,32.5730725,74.1005044,2022-08-25T00:38:00,8/25/2022,0:38:00,Thursday,0,Heavy Rain,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor highway accident during heavy rain conditions
7903,32.6150889,74.0253693,2022-12-25T20:25:00,12/25/2022,20:25:00,Sunday,20,Clear,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor arterial accident during clear conditions
7904,32.5850799,74.0428197,2023-05-24T05:59:00,5/24/2023,5:59:00,Wednesday,5,Heavy Rain,Highway,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor highway accident during heavy rain conditions
7905,32.6065978,74.0996022,2024-03-22T19:27:00,3/22/2024,19:27:00,Friday,19,Clear,Arterial,Severe,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,1,Severe accident on arterial with clear conditions
7906,32.5588588,74.0433025,2022-06-30T02:10:00,6/30/2022,2:10:00,Thursday,2,Clear,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor arterial accident during clear conditions
7907,32.5730725,74.1005044,2020-02-10T00:07:00,2/10/2020,0:07:00,Monday,0,Rain,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during rain conditions
7908,32.5530847,74.0877156,2020-06-12T08:48:00,6/12/2020,8:48:00,Friday,8,Rain,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor highway accident during rain conditions
7909,32.6621112,74.0175265,2025-02-25T20:09:00,2/25/2025,20:09:00,Tuesday,20,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor highway accident during clear conditions
7910,32.6209735,74.0788898,2020-11-06T08:46:00,11/6/2020,8:46:00,Friday,8,Fog,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor arterial accident during fog conditions
7911,32.5742612,74.0813011,2023-10-31T10:40:00,10/31/2023,10:40:00,Tuesday,10,Heavy Rain,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor residential accident during heavy rain conditions
7912,32.5822096,74.0575521,2022-09-22T07:00:00,9/22/2022,7:00:00,Thursday,7,Rain,Highway,Moderate,"{'injured': 5, 'dead': 1, 'total': 6}",5,1,3,Moderate collision on highway in rain weather
7913,32.5499292,74.0704819,2021-10-17T12:30:00,10/17/2021,12:30:00,Sunday,12,Clear,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor arterial accident during clear conditions
7914,32.5756052,74.0951516,2024-08-10T07:31:00,8/10/2024,7:31:00,Saturday,7,Clear,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor residential accident during clear conditions
7915,32.5730725,74.1005044,2023-10-05T08:46:00,10/5/2023,8:46:00,Thursday,8,Clear,Arterial,Moderate,"{'injured': 1, 'dead': 1, 'total': 2}",1,1,3,Moderate collision on arterial in clear weather
7916,32.5763008,74.0860272,2022-02-03T20:10:00,2/3/2022,20:10:00,Thursday,20,Cloudy,Highway,Moderate,"{'injured': 3, 'dead': 1, 'total': 4}",3,1,4,Moderate collision on highway in cloudy weather
7917,32.5604173,74.0476896,2024-11-04T18:59:00,11/4/2024,18:59:00,Monday,18,Rain,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Moderate collision on arterial in rain weather
7918,32.5964724,74.1430807,2020-08-03T17:56:00,8/3/2020,17:56:00,Monday,17,Rain,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor residential accident during rain conditions
7919,32.6008428,74.0491065,2020-09-26T03:35:00,9/26/2020,3:35:00,Saturday,3,Rain,Highway,Moderate,"{'injured': 5, 'dead': 1, 'total': 6}",5,1,2,Moderate collision on highway in rain weather
7920,32.6057903,74.0872892,2021-12-24T19:51:00,12/24/2021,19:51:00,Friday,19,Cloudy,Highway,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor highway accident during cloudy conditions
7921,32.5840301,74.0740246,2020-09-05T17:49:00,9/5/2020,17:49:00,Saturday,17,Clear,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor intersection accident during clear conditions
7922,32.6209735,74.0788898,2024-08-22T22:07:00,8/22/2024,22:07:00,Thursday,22,Clear,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor residential accident during clear conditions
7923,32.5692876,74.0998171,2021-03-30T17:12:00,3/30/2021,17:12:00,Tuesday,17,Cloudy,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during cloudy conditions
7924,32.5452169,74.0913865,2021-09-04T11:16:00,9/4/2021,11:16:00,Saturday,11,Rain,Intersection,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor intersection accident during rain conditions
7925,32.5759616,74.0822414,2020-08-30T14:47:00,8/30/2020,14:47:00,Sunday,14,Cloudy,Residential,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor residential accident during cloudy conditions
7926,32.584226,74.071835,2025-05-12T22:01:00,5/12/2025,22:01:00,Monday,22,Cloudy,Highway,Severe,"{'injured': 8, 'dead': 2, 'total': 10}",8,2,2,Severe accident on highway with cloudy conditions
7927,32.5730725,74.1005044,2020-01-08T10:44:00,1/8/2020,10:44:00,Wednesday,10,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor highway accident during clear conditions
7928,32.7491315,74.2791545,2020-10-11T17:46:00,10/11/2020,17:46:00,Sunday,17,Fog,Intersection,Moderate,"{'injured': 1, 'dead': 1, 'total': 2}",1,1,4,Moderate collision on intersection in fog weather
7929,32.5815086,74.0757601,2020-10-19T00:24:00,10/19/2020,0:24:00,Monday,0,Cloudy,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor arterial accident during cloudy conditions
7930,32.5380958,74.0986918,2020-08-07T11:09:00,8/7/2020,11:09:00,Friday,11,Cloudy,Arterial,Fatal,"{'injured': 3, 'dead': 2, 'total': 5}",3,2,1,Fatal accident on arterial during cloudy weather
7931,32.6022189,74.0342452,2020-03-08T02:34:00,3/8/2020,2:34:00,Sunday,2,Rain,Residential,Moderate,"{'injured': 5, 'dead': 1, 'total': 6}",5,1,2,Moderate collision on residential in rain weather
7932,32.539531,74.0637224,2021-05-15T01:53:00,5/15/2021,1:53:00,Saturday,1,Fog,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor arterial accident during fog conditions
7933,32.5030015,74.0953186,2022-10-12T07:05:00,10/12/2022,7:05:00,Wednesday,7,Cloudy,Residential,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor residential accident during cloudy conditions
7934,32.5823012,74.0681678,2020-08-07T07:30:00,8/7/2020,7:30:00,Friday,7,Clear,Highway,Fatal,"{'injured': 1, 'dead': 4, 'total': 5}",1,4,2,Fatal accident on highway during clear weather
7935,32.6173133,74.0783615,2025-12-07T20:28:00,12/7/2025,20:28:00,Sunday,20,Cloudy,Highway,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Moderate collision on highway in cloudy weather
7936,32.5730725,74.1005044,2025-09-09T19:30:00,9/9/2025,19:30:00,Tuesday,19,Cloudy,Intersection,Fatal,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,1,Fatal accident on intersection during cloudy weather
7937,32.5843073,74.0764902,2025-06-06T11:52:00,6/6/2025,11:52:00,Friday,11,Rain,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,4,Moderate collision on arterial in rain weather
7938,32.5448303,74.0924031,2020-05-21T17:38:00,5/21/2020,17:38:00,Thursday,17,Fog,Arterial,Severe,"{'injured': 8, 'dead': 2, 'total': 10}",8,2,1,Severe accident on arterial with fog conditions
7939,32.6039016,74.137435,2022-02-09T09:58:00,2/9/2022,9:58:00,Wednesday,9,Rain,Residential,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,4,Moderate collision on residential in rain weather
7940,32.5730725,74.1005044,2022-12-05T09:16:00,12/5/2022,9:16:00,Monday,9,Clear,Intersection,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,3,Moderate collision on intersection in clear weather
7941,32.7460469,74.1078459,2022-11-01T19:17:00,11/1/2022,19:17:00,Tuesday,19,Clear,Highway,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor highway accident during clear conditions
